DENOM_CIA,CNPJ_CIA,ano,lucro_liquido,ativo_total,ROA
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,2014,,,
TIM S.A.,02.421.421/0001-11,2014,,,
TOTVS S.A.,53.113.791/0001-22,2014,262798.0,2143866.0,12.258135536456104
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,2014,-467932.0,5494972.0,-8.515639388153389
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,2014,904845.0,8658788.0,10.450019101980553
TRISUL S.A.,08.811.643/0001-27,2014,38511.0,1102593.0,3.492766596559202
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,2014,,,
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,2014,1251213.0,19480382.0,6.422938728819588
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,2014,-2408.0,269982.0,-0.8919113126060255
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,2014,,,
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,2014,208479.0,30484062.0,0.6838950793368679
VALE S.A.,33.592.510/0001-54,2014,219588.0,309415532.0,0.07096864161298794
VALID SOLUÇÕES S.A.,33.113.309/0001-47,2014,110142.0,1296214.0,8.49720802274933
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,2014,,,
VESTE S.A. ESTILO,49.669.856/0001-43,2014,,3381678.0,
VESTE S.A. ESTILO,49.669.856/0001-43,2014,,,
VIA S.A.,33.041.260/0652-90,2014,,,
VIA S.A.,33.041.260/0652-90,2014,,,
VIA S.A.,33.041.260/0652-90,2014,,16004000.0,
VIA VAREJO S.A.,33.041.260/0652-90,2014,938000.0,,
VIA VAREJO S.A.,33.041.260/0652-90,2014,938000.0,,
VIA VAREJO S.A.,33.041.260/0652-90,2014,938000.0,16004000.0,5.861034741314671
VIBRA ENERGIA S/A,34.274.233/0001-02,2014,,,
VIBRA ENERGIA S/A,34.274.233/0001-02,2014,,,
VITTIA S.A.,45.365.558/0001-09,2014,,,
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,2014,,,
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2014,-233352.0,1531576.0,-15.236070557386638
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2014,-233352.0,,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2014,,1531576.0,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2014,,,
VULCABRAS S.A.,50.926.955/0001-42,2014,-72794.0,1271514.0,-5.724986118910213
WEG S.A.,84.429.695/0001-11,2014,962316.0,11782630.0,8.167242797236272
WILSON SONS S.A.,33.130.691/0001-05,2014,,,
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,2014,425645.0,3514186.0,12.11219326467068
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,2015,,,
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,2015,,,
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,2015,,,
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2015,,,
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2015,,1536352.0,
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,2015,,,
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,2015,,,
ALPARGATAS S.A.,61.079.117/0001-05,2015,263248.0,3763470.0,6.994821268669606
ALPHAVILLE S.A.,16.811.931/0001-00,2015,,,
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,2015,571192.0,10011663.0,5.705265948324469
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,12.648.266/0001-24,2015,,,
ANIMA HOLDING S.A.,09.288.252/0001-32,2015,64203.0,1175777.0,5.46047422257792
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,2015,119663.0,853948.0,14.012914135286927
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,2015,,,
ATACADÃO S.A.,75.315.333/0001-09,2015,,,
AURA MINERALS INC.,07.857.093/0001-14,2015,,,
AUREN ENERGIA S.A.,28.594.234/0001-23,2015,,,
AZUL S.A.,09.305.994/0001-29,2015,,,
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,2015,,,
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,2015,,,
BIOMM S.A.,04.752.991/0001-10,2015,8282.0,229673.0,3.605996351334288
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,2015,,,
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,2015,,,
BRADESPAR S.A.,03.847.461/0001-92,2015,-2590301.0,9694451.0,-26.719419181137745
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,2015,180810.0,1017840.0,17.764088658335297
BRASKEM S.A.,42.150.391/0001-70,2015,2898780.0,59961294.0,4.834418683492721
BRF S.A.,01.838.723/0001-27,2015,3130858.0,40388014.0,7.751948387459705
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,2015,,,
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,2015,6475.0,158702.0,4.079973787349876
C&A MODAS S.A.,45.242.914/0001-05,2015,,,
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,2015,,,
CCR S.A.,02.846.056/0001-97,2015,786871.0,21683494.0,3.6288939411701824
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,2015,-14953658.0,149645408.0,-9.992727608454247
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,2015,130674.0,7988928.0,1.6356887932899133
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,2015,-11429.0,,
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,2015,-11429.0,1536352.0,-0.7439050425944055
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,2015,-276000.0,47241000.0,-0.5842382676065282
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,2015,2469003.0,40857089.0,6.04302230146646
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,2015,173700.0,1643335.0,10.56996899597465
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,2015,-97521.0,585697.0,-16.650418219659656
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2015,1265551.0,28947657.0,4.371859871076958
CIA SANEAMENTO BASICO EST SAO PAULO,43.776.517/0001-80,2015,,,
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2015,-11592.0,10930739.0,-0.10604955438054096
CM HOSPITALAR S.A,12.420.164/0001-57,2015,,,
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2015,1396134.0,16638854.0,8.390806241824105
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2015,,,
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2015,29697.0,1905660.0,1.5583577343282642
COSAN S.A.,50.746.577/0001-15,2015,968263.0,30382191.0,3.186942640180229
CPFL ENERGIA S.A.,02.429.144/0001-93,2015,875277.0,40532471.0,2.1594464349336118
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2015,,,
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2015,,,
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2015,,,
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2015,517186.0,7338703.0,7.047376082667468
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2015,,,
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2015,175234.0,2847910.0,6.15307365752429
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2015,593153.0,12729588.0,4.65964020202382
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2015,,,
DESKTOP S.A.,08.170.849/0001-15,2015,,,
DEXCO S.A.,97.837.181/0001-47,2015,,,
DEXCO S.A.,97.837.181/0001-47,2015,,9008059.0,
DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,2015,-56113.0,710682.0,-7.895655159410257
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,2015,24204.0,4681796.0,0.516981090162835
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,2015,45268.0,759967.0,5.956574430205522
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,2015,156210.0,3887452.0,4.018313280781345
DOTZ S.A.,18.174.270/0001-84,2015,,,
DURATEX S.A.,97.837.181/0001-47,2015,191744.0,,
DURATEX S.A.,97.837.181/0001-47,2015,191744.0,9008059.0,2.1285828611912954
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,2015,115772.0,7860983.0,1.4727420222127436
ELETROMIDIA S.A.,09.347.516/0001-81,2015,,,
EMBRAER S.A.,07.689.002/0001-89,2015,281608.0,45566910.0,0.6180098672479657
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,2015,,,
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,2015,93613.0,3430263.0,2.729032730143432
ENERGISA S.A.,00.864.214/0001-06,2015,351401.0,18502182.0,1.8992408571053943
ENEVA S.A,04.423.567/0001-21,2015,137109.0,8492078.0,1.6145518211208139
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,2015,1501303.0,15300673.0,9.81200630848068
ENJOEI S.A.,16.922.038/0001-51,2015,,,
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,2015,959848.0,12585887.0,7.626383424545287
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,2015,29421.0,933194.0,3.1527206561550973
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,2015,10508.0,2018421.0,0.5206049679427632
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,2015,149202.0,5136789.0,2.9045771589995226
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,2015,444470.0,3291023.0,13.505527004824943
FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL,22.266.175/0001-88,2015,,,
FLEURY S.A.,60.840.055/0001-31,2015,107343.0,3203997.0,3.350284035846476
FRAS-LE S.A.,88.610.126/0001-29,2015,52462.0,970959.0,5.403111768880045
GAFISA S.A.,01.545.826/0001-07,2015,70979.0,6760332.0,1.0499336423122416
GERDAU S.A.,33.611.500/0001-19,2015,-4595986.0,70094709.0,-6.556822997867072
GETNINJAS S.A.,14.127.813/0001-51,2015,,,
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,2015,-4291240.0,10368397.0,-41.387689919666464
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,2015,,,
GRENDENE S.A.,89.850.341/0001-60,2015,539311.0,3045642.0,17.70762945874794
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2015,,,
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2015,,,
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2015,,16288000.0,
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,2015,,,
GRUPO MATEUS S.A.,24.990.777/0001-09,2015,,,
GRUPO SBF S.A.,13.217.485/0001-11,2015,,,
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,2015,350215.0,7032835.0,4.979713017581103
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,2015,68873.0,5083155.0,1.3549262220018865
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,2015,-60064.0,2906031.0,-2.0668740285289453
HOSPITAL MATER DEI S.A.,16.676.520/0001-59,2015,,,
HYPERA S.A.,02.932.074/0001-91,2015,559872.0,15823430.0,3.538246764449933
IGUA SANEAMENTO S.A.,08.159.965/0001-33,2015,-66994.0,1605965.0,-4.1715728549501385
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,2015,7346.0,1219716.0,0.6022713484122534
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,2015,7346.0,,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,2015,,,
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,2015,-98901.0,2226023.0,-4.44294600729642
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,2015,-1715551.0,29253907.0,-5.8643483073901885
IOCHPE MAXION S.A.,61.156.113/0001-75,2015,119849.0,7990379.0,1.499916336884646
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,2015,495.0,1658591.0,0.029844609068781877
JALLES MACHADO S.A.,02.635.522/0001-95,2015,,,
JBS S.A.,02.916.265/0001-60,2015,5128647.0,122502967.0,4.18654921231418
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2015,109740.0,6565587.0,1.671442324958911
JSL S.A.,52.548.435/0001-79,2015,46762.0,8742595.0,0.5348755146498265
KEPLER WEBER S.A.,91.983.056/0001-69,2015,6237.0,791235.0,0.7882613888414945
KLABIN S.A.,89.637.490/0001-45,2015,-1253197.0,26268180.0,-4.770779703808943
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2015,,,
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2015,,,
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2015,,,
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2015,-8325767.0,29010863.0,-28.698791207969236
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2015,402427.0,6123024.0,6.572357057558488
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2015,,,
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2015,-375285.0,2329572.0,-16.10961155096301
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2015,,,
LOJAS RENNER S.A.,92.754.738/0001-62,2015,578838.0,5863719.0,9.871516694439144
LUPATECH S.A,89.463.822/0001-12,2015,,,
LUPATECH S.A,89.463.822/0001-12,2015,,814031.0,
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2015,-75137.0,,
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2015,-75137.0,814031.0,-9.230238160463177
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2015,603925.0,5099577.0,11.842648909899783
MAESTRO LOCADORA DE VEICULOS S.A.,08.795.211/0001-70,2015,,,
MAGAZINE LUIZA S.A.,47.960.950/0001-21,2015,-65605.0,5501981.0,-1.1923887050864044
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,2015,172145.0,2477941.0,6.9470984175975135
MARCOPOLO S.A.,88.611.835/0001-29,2015,89083.0,5038863.0,1.7679186753043297
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,2015,-538550.0,20915949.0,-2.5748293802016824
MARISA LOJAS S.A.,61.189.288/0001-89,2015,-35764.0,2832135.0,-1.2627929106486802
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,2015,,,
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,2015,-101404.0,1205377.0,-8.41263770587957
METALURGICA GERDAU S.A.,92.690.783/0001-09,2015,-5028973.0,70218773.0,-7.16186396478332
MINERVA S.A.,67.620.377/0001-14,2015,-799955.0,8312048.0,-9.624042113327546
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,2015,,,
MOBLY S.A.,31.553.627/0001-01,2015,,,
MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,2015,72734.0,2563850.0,2.8369054351853658
MOVIDA PARTICIPACOES SA,21.314.559/0001-66,2015,67050.0,2618609.0,2.56051972631271
MPM CORPÓREOS S.A.,26.659.061/0001-59,2015,,,
MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,2015,595354.0,11392309.0,5.225929177307251
MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,2015,,,
MÉLIUZ S.A.,14.110.585/0001-07,2015,,,
NATURA &CO HOLDING S.A.,32.785.497/0001-97,2015,,,
NEOENERGIA S.A.,01.083.200/0001-18,2015,371983.0,27371492.0,1.3590161617788319
NEOGRID PARTICIPAÇÕES S.A.,10.139.870/0001-08,2015,,,
NUTRIPLANT INDUSTRIA E COMERCIO S.A.,51.128.999/0001-90,2015,-22756.0,79924.0,-28.472048446023724
OCEANPACT SERVIÇOS MARITIMOS S.A.,09.114.805/0001-30,2015,,,
ODONTOPREV S.A.,58.119.199/0001-51,2015,221162.0,1195650.0,18.497219085852883
OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,2015,-5347601.0,97014806.0,-5.5121493517185405
PADTEC HOLDING S.A.,02.365.069/0001-44,2015,-244046.0,342002.0,-71.3580622335542
PARANAPANEMA S.A.,60.398.369/0004-79,2015,134786.0,5306234.0,2.540144290658874
PARANAPANEMA S.A.,60.398.369/0004-79,2015,134786.0,,
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60.398.369/0004-79,2015,,5306234.0,
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60.398.369/0004-79,2015,,,
PBG S/A,83.475.913/0001-91,2015,52673.0,1351893.0,3.896240308959363
PDG REALTY S.A. EMPREEND E PARTICIPACOES,02.950.811/0001-89,2015,,,
PDG REALTY S.A. EMPREEND E PARTICIPACOES,02.950.811/0001-89,2015,,10958045.0,
PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL,02.950.811/0001-89,2015,-2842482.0,,
PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL,02.950.811/0001-89,2015,-2842482.0,10958045.0,-25.93968175892689
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,18.328.118/0001-09,2015,,,
PETRO RIO S.A.,10.629.105/0001-68,2015,110421.0,1177037.0,9.381268388334437
PETRO RIO S.A.,10.629.105/0001-68,2015,110421.0,,
PETROBRAS DISTRIBUIDORA S/A,34.274.233/0001-02,2015,,,
PETROBRAS DISTRIBUIDORA S/A,34.274.233/0001-02,2015,,,
PETROLEO BRASILEIRO S.A. PETROBRAS,33.000.167/0001-01,2015,-35171000.0,900135000.0,-3.907302793469868
PETRORECÔNCAVO S.A.,03.342.704/0001-30,2015,,,
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24.230.275/0001-80,2015,,,
POMIFRUTAS S/A,86.550.951/0001-50,2015,-31092.0,110110.0,-28.23721732812642
POMIFRUTAS S/A,86.550.951/0001-50,2015,-31092.0,,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2015,,110110.0,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2015,,,
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,2015,-79881.0,1919040.0,-4.162550025012506
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,2015,,,
PRIO S.A.,10.629.105/0001-68,2015,,1177037.0,
PRIO S.A.,10.629.105/0001-68,2015,,,
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,2015,,,
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,2015,-21182.0,2282159.0,-0.9281561889421377
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,2015,240860.0,3434432.0,7.013095615228369
QUALITY SOFTWARE S.A.,35.791.391/0001-94,2015,7450417.0,42504097.0,17.52870317419048
RAIA DROGASIL S.A.,61.585.865/0001-51,2015,339785.0,4699201.0,7.230697303648004
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2015,-751.0,5183866.0,-0.01448725719376234
RAÍZEN S.A.,33.453.598/0001-23,2015,,,
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2015,118192.0,6023461.0,1.962194160466881
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2015,-17219.0,3178126.0,-0.5417972729841423
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2015,-17219.0,,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2015,10030.0,1705574.0,0.5880718162917586
ROMI S.A.,56.720.428/0001-63,2015,,1219716.0,
ROMI S.A.,56.720.428/0001-63,2015,,,
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2015,-551171.0,5260789.0,-10.476964576986456
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2015,-551171.0,,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2015,,5260789.0,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2015,,,
RUMO MALHA NORTE S.A.,24.962.466/0001-36,2015,,,
RUMO S.A.,02.387.241/0001-60,2015,-1190878.0,15116936.0,-7.877773644077079
SAFIRA HOLDING S.A.,13.522.948/0001-59,2015,,,
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2015,-18129.0,2018451.0,-0.8981639881275295
SAO MARTINHO S.A.,51.466.860/0001-56,2015,288317.0,7168924.0,4.021761145745163
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2015,,,
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2015,,,
SER EDUCACIONAL S.A.,04.986.320/0001-13,2015,161065.0,1848588.0,8.712866252512729
SLC AGRICOLA S.A.,89.096.457/0001-55,2015,121171.0,5309633.0,2.2820974632333346
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2015,,,
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2015,22577.0,2598336.0,0.8689022512869775
SUZANO S.A.,16.404.287/0001-55,2015,-925354.0,28259985.0,-3.2744320281840205
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,2015,20888.0,836384.0,2.4974174541837244
TAURUS ARMAS S.A.,92.781.335/0001-02,2015,-253810.0,1022340.0,-24.826378699845453
TC S.A.,26.345.998/0001-50,2015,,,
TECHNOS S.A.,09.295.063/0001-97,2015,22015.0,776169.0,2.836366822174037
TECNISA S.A.,08.065.557/0001-12,2015,292905.0,3712812.0,7.889033972094467
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,2015,9930.0,909304.0,1.0920440248805678
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,2015,,,
TIM S.A.,02.421.421/0001-11,2015,,,
TOTVS S.A.,53.113.791/0001-22,2015,194946.0,2662075.0,7.323084436013261
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,2015,123355.0,5468390.0,2.255782780672191
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,2015,909423.0,8862458.0,10.261521126531715
TRISUL S.A.,08.811.643/0001-27,2015,24780.0,959648.0,2.5821968054953484
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,2015,,,
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,2015,1512972.0,20966049.0,7.216295259063832
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,2015,13105.0,267816.0,4.89328494190041
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,2015,,,
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,2015,-3684977.0,27758332.0,-13.275210484549287
VALE S.A.,33.592.510/0001-54,2015,-45996622.0,345549435.0,-13.311155319932732
VALID SOLUÇÕES S.A.,33.113.309/0001-47,2015,133098.0,2156239.0,6.1726923592421805
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,2015,,,
VESTE S.A. ESTILO,49.669.856/0001-43,2015,,3178126.0,
VESTE S.A. ESTILO,49.669.856/0001-43,2015,,,
VIA S.A.,33.041.260/0652-90,2015,,,
VIA S.A.,33.041.260/0652-90,2015,,,
VIA S.A.,33.041.260/0652-90,2015,,16288000.0,
VIA VAREJO S.A.,33.041.260/0652-90,2015,14000.0,,
VIA VAREJO S.A.,33.041.260/0652-90,2015,14000.0,,
VIA VAREJO S.A.,33.041.260/0652-90,2015,14000.0,16288000.0,0.08595284872298625
VIBRA ENERGIA S/A,34.274.233/0001-02,2015,,,
VIBRA ENERGIA S/A,34.274.233/0001-02,2015,,,
VITTIA S.A.,45.365.558/0001-09,2015,,,
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,2015,,,
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2015,-261588.0,1307012.0,-20.01420032868864
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2015,-261588.0,,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2015,,1307012.0,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2015,,,
VULCABRAS S.A.,50.926.955/0001-42,2015,-49920.0,1237154.0,-4.035067582532167
WEG S.A.,84.429.695/0001-11,2015,1165810.0,14261541.0,8.174502320611776
WILSON SONS S.A.,33.130.691/0001-05,2015,,,
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,2015,484674.0,4360083.0,11.116164531730245
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,2016,,,
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,2016,,,
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,2016,,,
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2016,,,
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2016,,2166312.0,
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,2016,,,
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,2016,,,
ALPARGATAS S.A.,61.079.117/0001-05,2016,358473.0,3782052.0,9.478267353278062
ALPHAVILLE S.A.,16.811.931/0001-00,2016,,,
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,2016,689725.0,10230001.0,6.742179204088054
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,12.648.266/0001-24,2016,,,
ANIMA HOLDING S.A.,09.288.252/0001-32,2016,20845.0,1387852.0,1.501961304231287
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,2016,116149.0,907148.0,12.80375418344085
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,2016,,,
