DENOM_CIA,CNPJ_CIA,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
RAIA DROGASIL S.A.,61.585.865/0001-51,1693864.0,1903575.0,,2685844.0,3427783.0,3928204.0,4529825.0,5756046.0,7020490.0,7718924.0,9577068.0
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2676222.0,3030862.0,2985648.0,3198537.0,3038140.0,3109734.0,3496084.0,3758056.0,5307593.0,6556760.0,7829913.0
RAÍZEN S.A.,33.453.598/0001-23,,,,,,,,,13395104.0,14438269.0,47045340.0
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,669298.0,441615.0,692655.0,550630.0,135860.0,143538.0,1737707.0,21188.0,997577.0,719423.0,116702.0
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,,,1009956.0,795008.0,823879.0,895908.0,801655.0,,,,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,1331156.0,1651185.0,1391138.0,1142891.0,916105.0,603078.0,477055.0,598401.0,596038.0,949308.0,745566.0
ROMI S.A.,56.720.428/0001-63,,,,,,,697357.0,760182.0,1068695.0,1164282.0,1388934.0
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,6428450.0,4542941.0,3208483.0,2118695.0,1997946.0,1457182.0,,,,,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,,,,,,,1253142.0,836550.0,601200.0,447861.0,372166.0
RUMO MALHA NORTE S.A.,24.962.466/0001-36,1156357.0,,,,,,,,,,
RUMO S.A.,02.387.241/0001-60,3675265.0,4308325.0,2614330.0,1250182.0,2300753.0,4406621.0,4073989.0,4949483.0,11354756.0,12381244.0,9754895.0
SAFIRA HOLDING S.A.,13.522.948/0001-59,,,,,,,,,,248648.0,422935.0
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,310907.0,305901.0,353662.0,374037.0,318463.0,403414.0,409649.0,598035.0,1239116.0,1334219.0,857825.0
SAO MARTINHO S.A.,51.466.860/0001-56,663206.0,1031966.0,862657.0,1749599.0,1622245.0,2482050.0,2687858.0,3252700.0,3486150.0,3205608.0,5553542.0
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,,,,,,,,12282000.0,8349000.0,,
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,,,,,,,,213144.0,708818.0,643221.0,590655.0
SER EDUCACIONAL S.A.,04.986.320/0001-13,74055.0,406410.0,359356.0,497460.0,702195.0,1265461.0,1143639.0,644545.0,1082299.0,717202.0,752637.0
SLC AGRICOLA S.A.,89.096.457/0001-55,1074941.0,1453765.0,1613442.0,2176848.0,2332168.0,2250339.0,2582026.0,3090810.0,4201380.0,5109406.0,7032683.0
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,,,,,366553.0,934964.0,894407.0,1633705.0,1311049.0,4169953.0,3516159.0
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,1265743.0,1266188.0,1360255.0,1453226.0,1360494.0,1344555.0,1486794.0,1278812.0,1364178.0,1481108.0,881660.0
SUZANO S.A.,16.404.287/0001-55,6686959.0,6471714.0,6609424.0,6589019.0,8029506.0,6796875.0,30798892.0,18884237.0,17957994.0,34102941.0,37122650.0
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,330863.0,388914.0,212258.0,559702.0,283411.0,472498.0,464486.0,355514.0,256581.0,332121.0,315570.0
TAURUS ARMAS S.A.,92.781.335/0001-02,702275.0,782672.0,574283.0,591905.0,472452.0,451459.0,616217.0,694536.0,930859.0,1455990.0,1467612.0
TC S.A.,26.345.998/0001-50,,,,,,,,,,346813.0,449633.0
TECHNOS S.A.,09.295.063/0001-97,300559.0,480990.0,456793.0,429632.0,383634.0,338824.0,392904.0,392740.0,345865.0,418279.0,417062.0
TECNISA S.A.,08.065.557/0001-12,2710386.0,3288973.0,3123812.0,2107312.0,1701223.0,1069069.0,712123.0,731523.0,704430.0,767890.0,861002.0
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,570127.0,609946.0,621340.0,449610.0,375977.0,374680.0,337511.0,449072.0,517707.0,507179.0,552717.0
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,,,,,,,,,,94086.0,51943.0
TIM S.A.,02.421.421/0001-11,,,,,,,,,10411556.0,,10364415.0
TOTVS S.A.,53.113.791/0001-22,744980.0,941748.0,1156160.0,1157673.0,951736.0,1038346.0,1020134.0,2004275.0,2831973.0,5486233.0,6230161.0
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,297309.0,207723.0,663420.0,1170535.0,1067203.0,659850.0,282321.0,236572.0,192425.0,168197.0,155392.0
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,3783993.0,1788028.0,1786946.0,2082212.0,1954878.0,1946797.0,1927671.0,3568430.0,2360161.0,2135183.0,3089668.0
TRISUL S.A.,08.811.643/0001-27,1275381.0,964298.0,812464.0,734987.0,597062.0,669528.0,848848.0,1428232.0,1680830.0,1571137.0,1694212.0
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,,,,,,,,,,,4257219.0
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,7176570.0,7903941.0,9502357.0,9911349.0,13011796.0,15201291.0,16211707.0,15058055.0,17489071.0,25024181.0,18564600.0
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,,114385.0,109884.0,109565.0,89072.0,84506.0,98844.0,124350.0,107177.0,160831.0,105572.0
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,,,,,,,,,105947.0,820097.0,705427.0
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,10780645.0,9460294.0,8245211.0,6894842.0,6420478.0,7254755.0,8324317.0,8861282.0,11829602.0,19999470.0,20358661.0
VALE S.A.,33.592.510/0001-54,46039617.0,57104708.0,53744764.0,60417700.0,73547191.0,62700728.0,59256115.0,68697547.0,126805173.0,124800000.0,81009000.0
VALID SOLUÇÕES S.A.,33.113.309/0001-47,441939.0,554002.0,614734.0,871960.0,902566.0,859518.0,962385.0,1082136.0,1304819.0,1326685.0,1311719.0
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,,,,,,,450198.0,1013084.0,1291898.0,4868367.0,4190099.0
VESTE S.A. ESTILO,49.669.856/0001-43,,,,,,,,996521.0,530311.0,503683.0,499379.0
VIA S.A.,33.041.260/0652-90,,,,,,12443000.0,13544000.0,,,,
VIA VAREJO S.A.,33.041.260/0652-90,8512511.0,8984634.0,10717000.0,10671000.0,10708000.0,,,,,,
VIBRA ENERGIA S/A,34.274.233/0001-02,,,,,,10703000.0,12803000.0,12225000.0,13351000.0,17760000.0,22244000.0
VITTIA S.A.,45.365.558/0001-09,,,,,,,,339394.0,427082.0,601898.0,648351.0
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,,,,,,,,1319174913.0,1422265637.0,1583219784.0,1761018595.0
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,1814169.0,1439179.0,1113626.0,971228.0,742538.0,627845.0,,,,,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,,,,,,,435641.0,195823.0,116473.0,163271.0,204232.0
VULCABRAS S.A.,50.926.955/0001-42,765818.0,667608.0,729429.0,758584.0,617005.0,668030.0,800259.0,794232.0,1110885.0,1299297.0,1593107.0
WEG S.A.,84.429.695/0001-11,5710017.0,6851787.0,8098187.0,9589344.0,9127483.0,9415667.0,9438581.0,9760902.0,12556143.0,15945946.0,19653210.0
WILSON SONS S.A.,33.130.691/0001-05,,,,,,,,,717428.0,915026.0,872083.0
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,511227.0,1270001.0,1475750.0,2118041.0,1453695.0,1663480.0,1550627.0,1475684.0,2736397.0,2973560.0,2100461.0
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,,,,,,,,396444.0,2109064.0,5453481.0,7971135.0
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,,,,,,,,,,11846050.0,18932446.0
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,,,,,,,,1414201.0,4260865.0,6774910.0,9910493.0
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,,,,,,,,2401121.0,2540602.0,2542229.0,2615454.0
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,,,,,,,,3178916.0,3715984.0,4528962.0,3688953.0
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,,,,,,,,2419995.0,2697105.0,2575218.0,2564006.0
ALPARGATAS S.A.,61.079.117/0001-05,2740729.0,3361984.0,3646566.0,3763470.0,3782052.0,3853454.0,3980105.0,4522040.0,4814586.0,8031764.0,8499680.0
ALPHAVILLE S.A.,16.811.931/0001-00,,,,,,,,2226035.0,2295251.0,1862404.0,1746464.0
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,7456055.0,8360155.0,8928171.0,10011663.0,10230001.0,11463372.0,14606580.0,19369732.0,22576510.0,25719932.0,27933759.0
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,12.648.266/0001-24,,,,,,,,622622.0,1644161.0,4861369.0,9882911.0
ANIMA HOLDING S.A.,09.288.252/0001-32,261641.0,867023.0,944084.0,1175777.0,1387852.0,1338152.0,1446470.0,2400023.0,4582439.0,9882678.0,10731997.0
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,636591.0,703866.0,796509.0,853948.0,907148.0,1049899.0,1045032.0,1413249.0,2832545.0,3366326.0,4659264.0
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,,,,,,,,,,3281487.0,3730975.0
ATACADÃO S.A.,75.315.333/0001-09,,,,,28328000.0,33878000.0,36677000.0,44912000.0,51824000.0,58924000.0,92295000.0
AURA MINERALS INC.,07.857.093/0001-14,,,,,,,,2825594.0,2786417.0,3306341.0,3794880.0
AUREN ENERGIA S.A.,28.594.234/0001-23,,,,,,,,,,19562553.0,32282893.0
AZUL S.A.,09.305.994/0001-29,,,,,8400409.0,10316616.0,11793206.0,19197490.0,15794457.0,18533473.0,18721293.0
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,62655.0,56591.0,,,,94081.0,80666.0,191099.0,602706.0,616332.0,649077.0
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,,,,,,,,,456928.0,1445472.0,1349318.0
BIOMM S.A.,04.752.991/0001-10,8328.0,138078.0,179564.0,229673.0,237385.0,262387.0,305683.0,388771.0,434970.0,369831.0,405093.0
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,,,,,,366081.0,594155.0,738444.0,1272625.0,2328047.0,2499048.0
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,,,,,,,,,,,1449473.0
BRADESPAR S.A.,03.847.461/0001-92,11060825.0,10858768.0,10598919.0,9694451.0,10277017.0,11322515.0,10634336.0,10106102.0,11297846.0,7553824.0,8062022.0
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,735762.0,770830.0,828382.0,1017840.0,853529.0,883293.0,1179599.0,1357614.0,2044368.0,3428318.0,3345263.0
BRASKEM S.A.,42.150.391/0001-70,41163578.0,48346083.0,49421751.0,59961294.0,51821851.0,53341550.0,59193982.0,68129037.0,86083919.0,92564368.0,88048858.0
BRF S.A.,01.838.723/0001-27,30772248.0,32374569.0,36103735.0,40388014.0,42944936.0,45228481.0,42382377.0,41700631.0,49664906.0,55903387.0,57854447.0
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,,,,,,,,,1018250.0,2892361.0,3078284.0
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,,,160678.0,158702.0,145793.0,145330.0,185526.0,208827.0,275948.0,345489.0,407920.0
C&A MODAS S.A.,45.242.914/0001-05,,,,,,,3478337.0,6037092.0,7309647.0,8672666.0,9629594.0
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,,,,,,3830638.0,3781173.0,4436660.0,4809389.0,6166787.0,7930970.0
CCR S.A.,02.846.056/0001-97,14305826.0,14033010.0,17223176.0,21683494.0,24555847.0,30612208.0,30815998.0,33262087.0,33448620.0,41356444.0,50547300.0
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,172195578.0,138385401.0,144631697.0,149645408.0,170499429.0,172975359.0,181210208.0,177466715.0,178966449.0,188303069.0,270217462.0
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,5369248.0,5627763.0,6171127.0,7988928.0,8628715.0,9060252.0,9854745.0,9498257.0,10667254.0,11958245.0,11628067.0
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,,,,1536352.0,2166312.0,2284985.0,2209426.0,,,,
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,35396234.0,38008352.0,45500000.0,47241000.0,45217000.0,47928000.0,52849000.0,58475000.0,53295000.0,49443000.0,43839000.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,40772961.0,29814142.0,35000003.0,40857089.0,42035853.0,42239589.0,59854673.0,49927052.0,54083080.0,52045808.0,53670837.0
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,1307001.0,1381796.0,1461529.0,1643335.0,1657620.0,1856461.0,2659910.0,2746444.0,2817187.0,3396582.0,4067385.0
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,627992.0,691175.0,683384.0,585697.0,527224.0,575442.0,700214.0,732471.0,689031.0,830417.0,879016.0
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,21211554.0,23111445.0,25618142.0,28947657.0,30434209.0,33162377.0,35930100.0,38312550.0,46784664.0,49537535.0,49703700.0
CIA SANEAMENTO BASICO EST SAO PAULO,43.776.517/0001-80,26675793.0,,,,,,,,,,
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,9028137.0,9388470.0,10161975.0,10930739.0,10947481.0,10809992.0,11178403.0,11528815.0,11772457.0,12721650.0,13189607.0
CM HOSPITALAR S.A,12.420.164/0001-57,,,,,,,,,4595219.0,6897190.0,9559624.0
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,3783920.0,4079162.0,15486180.0,16638854.0,17601065.0,18667762.0,30645039.0,34118446.0,30783788.0,28512853.0,26396751.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,,,,,,,,,11210945.0,11965227.0,12274705.0
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,3324786.0,2507141.0,2125189.0,1905660.0,1862149.0,2135178.0,2621039.0,3478485.0,4236719.0,4441497.0,4128354.0
COSAN S.A.,50.746.577/0001-15,22124135.0,62398408.0,27103712.0,30382191.0,27299829.0,28539273.0,28789760.0,32865140.0,35760824.0,97842023.0,134484992.0
CPFL ENERGIA S.A.,02.429.144/0001-93,31075687.0,31042796.0,35098816.0,40532471.0,42170992.0,41282912.0,42211530.0,44078293.0,49106884.0,66119878.0,71146081.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,,,,,,,,2199203.0,3670738.0,4776017.0,4707622.0
CSN MINERAÇÃO S.A.,08.902.291/0001-15,,,,,,,,15877947.0,19622406.0,26991134.0,25053595.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,,,,,,,,778575.0,791670.0,849692.0,929511.0
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,9836575.0,7010706.0,7142139.0,7338703.0,15066999.0,17252173.0,18542224.0,21599094.0,24592358.0,28976739.0,32243550.0
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,,,,,,,,1287998.0,1644712.0,2597922.0,2798431.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,1720046.0,2069379.0,2296230.0,2847910.0,3328429.0,4778368.0,6169199.0,6898229.0,5096592.0,4957189.0,3917566.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,13829895.0,14387099.0,13420612.0,12729588.0,11879699.0,10401541.0,9829268.0,9987778.0,11433926.0,13841170.0,16560139.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,,,,,,,,1095643.0,1454977.0,1470516.0,1470715.0
DESKTOP S.A.,08.170.849/0001-15,,,,,,,,,404578.0,2164654.0,2520858.0
DEXCO S.A.,97.837.181/0001-47,,,,,,9465574.0,9622087.0,10714688.0,11498520.0,13420331.0,15624811.0
DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,702401.0,695956.0,689142.0,710682.0,726912.0,809693.0,853849.0,814229.0,845867.0,1295524.0,1307748.0
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,4272175.0,4691811.0,4609536.0,4681796.0,5124727.0,6246487.0,7223593.0,8839181.0,13343496.0,23249904.0,26844191.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,500816.0,599894.0,719271.0,759967.0,820973.0,950172.0,1000375.0,1460285.0,2194373.0,2381060.0,2733126.0
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,3027111.0,3433656.0,3955520.0,3887452.0,4089767.0,4141764.0,4651685.0,4654716.0,5101409.0,5679619.0,6489415.0
DOTZ S.A.,18.174.270/0001-84,,,,,,,,263945.0,199766.0,406605.0,394106.0
DURATEX S.A.,97.837.181/0001-47,7758598.0,8178327.0,8797107.0,9008059.0,9340796.0,,,,,,
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,6195956.0,6500768.0,6701870.0,7860983.0,6603407.0,7815758.0,10020935.0,11542453.0,11093640.0,16393894.0,18108909.0
ELETROMIDIA S.A.,09.347.516/0001-81,,,,,,,,290530.0,1015470.0,1629116.0,2058034.0
EMBRAER S.A.,07.689.002/0001-89,19393667.0,23760310.0,27653600.0,45566910.0,38016671.0,39484906.0,43758768.0,42614656.0,54812845.0,56670203.0,52918325.0
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,,,,,,,,,,,8597426.0
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,2434042.0,3039321.0,3171062.0,3430263.0,3563420.0,3931342.0,3943533.0,4549170.0,4347640.0,6688919.0,8276064.0
ENERGISA S.A.,00.864.214/0001-06,5059373.0,5526980.0,18601642.0,18502182.0,20022820.0,22048356.0,36418008.0,39319814.0,45562807.0,54258000.0,59670668.0
ENEVA S.A,04.423.567/0001-21,9451180.0,9689212.0,7044418.0,8492078.0,10360571.0,10907381.0,12299682.0,13863144.0,16218096.0,18244555.0,41713969.0
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,12264416.0,12654397.0,13620546.0,15300673.0,14419691.0,19568513.0,23735545.0,30135578.0,35186248.0,38115725.0,38186752.0
ENJOEI S.A.,16.922.038/0001-51,,,,,,,,36954.0,529067.0,472295.0,430696.0
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,9433461.0,9103499.0,11268636.0,12585887.0,14219520.0,17488452.0,25505996.0,37530095.0,44124020.0,61714300.0,90617397.0
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,810120.0,833632.0,897864.0,933194.0,842448.0,563622.0,569136.0,545587.0,745268.0,1011931.0,1222267.0
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,1779674.0,1905530.0,1940295.0,2018421.0,2014448.0,2039758.0,2199745.0,2299003.0,2734249.0,3474874.0,3683261.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,3773681.0,4804693.0,4880080.0,5136789.0,5018723.0,4729857.0,4740971.0,4983545.0,5176777.0,5929910.0,6698124.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,2142761.0,2849400.0,3415876.0,3291023.0,3516165.0,3103748.0,2974076.0,4275916.0,4716450.0,5075498.0,5533594.0
FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL,22.266.175/0001-88,3061670.0,,,,,,,,,,
FLEURY S.A.,60.840.055/0001-31,2738159.0,3211167.0,3209768.0,3203997.0,3005820.0,3527332.0,3910448.0,5096652.0,5523810.0,6073770.0,7791770.0
FRAS-LE S.A.,88.610.126/0001-29,897342.0,934196.0,942409.0,970959.0,1202304.0,1356465.0,1527213.0,1620024.0,2888552.0,3082318.0,3765876.0
GAFISA S.A.,01.545.826/0001-07,9070994.0,8183030.0,7205852.0,6760332.0,5210089.0,2878138.0,2526280.0,2551887.0,3749999.0,4722224.0,5486674.0
GERDAU S.A.,33.611.500/0001-19,53093158.0,58215040.0,63042330.0,70094709.0,54635141.0,50301761.0,51281029.0,54002970.0,63123009.0,73814613.0,73798652.0
GETNINJAS S.A.,14.127.813/0001-51,,,,,,,,,,,298030.0
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,9027098.0,10638448.0,9976647.0,10368397.0,8404355.0,10004748.0,10378266.0,15298446.0,12814136.0,14402343.0,16970285.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,,,,,,,,,4482367.0,6602913.0,8996499.0
GRENDENE S.A.,89.850.341/0001-60,2291452.0,2369342.0,2682013.0,3045642.0,3253820.0,3576008.0,3860756.0,4064447.0,4675706.0,4554495.0,4821920.0
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,,,,,,,,24424000.0,33056000.0,35340000.0,35574000.0
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,,,,,,,,1255854.0,2302486.0,10008414.0,10638039.0
GRUPO MATEUS S.A.,24.990.777/0001-09,,,,,,,,4121336.0,8198711.0,9954991.0,13263938.0
GRUPO SBF S.A.,13.217.485/0001-11,,,,,,,1798300.0,3933727.0,6193860.0,7146492.0,8470247.0
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,4240672.0,4758289.0,5941264.0,7032835.0,7720762.0,7981777.0,10472148.0,12602523.0,13826592.0,14478421.0,15221939.0
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,3449668.0,4903990.0,5052055.0,5083155.0,5359180.0,4968060.0,4138007.0,4627984.0,4354640.0,4306710.0,5197531.0
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,232637.0,731645.0,1450754.0,2906031.0,3680118.0,3686204.0,4771546.0,4717665.0,5714497.0,6517530.0,6363529.0
HOSPITAL MATER DEI S.A.,16.676.520/0001-59,,,,,,,,,,4090778.0,4933164.0
HYPERA S.A.,02.932.074/0001-91,12656511.0,12501987.0,13887691.0,15823430.0,11485416.0,10130437.0,10556983.0,11919475.0,17249810.0,19817962.0,23755633.0
IGUA SANEAMENTO S.A.,08.159.965/0001-33,1050825.0,1366415.0,1637121.0,1605965.0,1628572.0,1808290.0,2190204.0,2522778.0,2933780.0,10833858.0,11607124.0
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,1614560.0,1421130.0,1288996.0,1219716.0,1084120.0,1075423.0,,,,,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,,,,,,,,,420902.0,2761538.0,3209582.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,253936.0,392543.0,1885673.0,2226023.0,1503408.0,1512424.0,1638482.0,2685650.0,2752978.0,2951198.0,2954544.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,20431996.0,23679390.0,26399953.0,29253907.0,25581884.0,25489174.0,25518144.0,23821042.0,21256354.0,17820331.0,17550457.0
IOCHPE MAXION S.A.,61.156.113/0001-75,5785582.0,6035705.0,6289024.0,7990379.0,7057115.0,7922248.0,9019190.0,9375411.0,12411803.0,14519530.0,15195455.0
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,1208090.0,1631521.0,1678837.0,1658591.0,1679951.0,1501839.0,1526664.0,1579546.0,1814117.0,2365300.0,3515338.0
JALLES MACHADO S.A.,02.635.522/0001-95,,,,,,,,,2544449.0,3461102.0,4249872.0
JBS S.A.,02.916.265/0001-60,49756193.0,68670221.0,82315588.0,122502967.0,102815763.0,108695951.0,114145831.0,126339387.0,163801806.0,207109116.0,208110628.0
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,3266354.0,5301466.0,5805377.0,6565587.0,4750550.0,4466181.0,4815061.0,5837934.0,7282039.0,8411534.0,10321737.0
JSL S.A.,52.548.435/0001-79,4568939.0,5830098.0,7489311.0,8742595.0,8868383.0,11500924.0,15873954.0,20268234.0,4838756.0,7122247.0,8242132.0
KEPLER WEBER S.A.,91.983.056/0001-69,587901.0,674361.0,850775.0,791235.0,763805.0,716246.0,704273.0,676102.0,948778.0,1018396.0,1273778.0
KLABIN S.A.,89.637.490/0001-45,14097903.0,14919496.0,21173855.0,26268180.0,29313729.0,30549541.0,29633743.0,34703082.0,35270261.0,42075707.0,47577358.0
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,,,,,,,,,1101449.0,3941835.0,4724092.0
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,,,,,,,,365872.0,1693791.0,1751040.0,1928664.0
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,,,,,,,174980.0,215358.0,310270.0,444354.0,396759.0
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,32039708.0,32275386.0,31710839.0,29010863.0,28856033.0,33193064.0,37117950.0,0.0,,,
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,4045908.0,4578200.0,5697454.0,6123024.0,7417255.0,11186234.0,13992414.0,19392960.0,20441134.0,25312056.0,65656631.0
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,,,,,,,276336.0,514013.0,1452364.0,4575859.0,4724602.0
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,1892747.0,2059953.0,2133250.0,2329572.0,1857719.0,1171990.0,1143212.0,1912077.0,2206513.0,2438464.0,3449063.0
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,,,,,,,,1644802.0,2218692.0,2692070.0,3031361.0
LOJAS RENNER S.A.,92.754.738/0001-62,3770028.0,4515524.0,5321540.0,5863719.0,6475212.0,7547658.0,8821048.0,11791735.0,14642583.0,21411985.0,21148892.0
LUPATECH S.A,89.463.822/0001-12,,,,,,,,504628.0,492609.0,503026.0,573102.0
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,1632002.0,1430219.0,1022629.0,814031.0,642290.0,575280.0,581725.0,,,,
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,3426892.0,3884901.0,4478247.0,5099577.0,5681045.0,6089765.0,7807466.0,8101031.0,9729858.0,10657093.0,11439492.0
MAESTRO LOCADORA DE VEICULOS S.A.,08.795.211/0001-70,,,,,,,218281.0,,,,
MAGAZINE LUIZA S.A.,47.960.950/0001-21,5664755.0,4713904.0,5290037.0,5501981.0,6100606.0,7419513.0,8796741.0,19791073.0,24647203.0,38384616.0,37765845.0
